income,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,effective_to_date
24383,4,78,2,4,331.2,1
22139,34,31,0,2,480.0,6
88708,6,71,0,9,499.663591,1
11828,18,84,0,2,571.479602,8
0,2,49,1,1,384.0,2
73168,21,50,0,3,425.800112,2
0,10,22,0,1,409.459488,6
0,8,70,0,2,873.6,2
76646,3,30,0,9,263.844471,4
19683,17,41,1,9,561.6,5
0,16,30,1,2,819.576016,5
0,13,70,0,2,595.2,4
35693,8,63,0,2,494.4,1
0,7,67,0,7,438.369382,8
0,13,28,0,4,979.2,6
24123,7,61,0,1,748.8,7
85654,5,55,0,4,346.265295,4
0,6,61,0,2,900.0,5
71210,8,89,1,2,1027.2,7
84822,5,13,0,5,219.879452,1
36650,2,70,1,1,56.60333,1
0,8,33,0,1,432.0,3
28025,28,94,0,2,611.40108,1
52113,14,85,0,6,465.6,6
37675,23,18,0,2,731.970027,3
37595,2,22,0,9,501.994635,6
41396,7,7,0,3,336.0,4
77512,2,5,0,6,433.608534,4
35334,29,31,0,4,468.0,9
0,13,20,0,3,499.2,7
40870,3,56,0,2,504.0,2
53907,1,52,0,9,189.907577,3
77609,26,75,0,1,62.935952,6
0,15,44,0,2,504.0,8
87462,0,79,1,1,51.294615,5
99494,11,65,0,3,398.4,7
42585,16,44,0,1,288.295744,2
58842,6,74,0,1,528.0,1
37384,9,17,0,1,475.2,2
92717,24,19,0,2,224.27582,1
0,33,6,2,1,518.715288,9
75264,24,92,0,2,343.340301,3
0,19,11,1,8,727.2,2
0,16,16,0,2,564.947278,2
31532,1,26,0,1,241.077843,3
52583,12,59,0,7,528.20086,5
62477,7,75,0,2,40.287304,7
26023,26,33,1,2,79.463916,2
28666,23,81,0,8,307.2,5
21004,27,20,0,3,297.6,3
45430,21,37,0,8,388.8,4
37511,14,93,2,1,579.467191,7
28719,0,17,0,1,792.0,2
49833,5,74,0,7,331.2,5
67431,28,17,1,1,652.8,2
23376,19,18,0,1,374.4,1
20455,14,40,2,2,564.922034,4
62473,25,29,0,1,1298.853615,6
35289,34,94,0,3,123.945627,1
73478,2,38,0,1,241.88878,4
30584,10,37,0,2,51.662597,3
88340,16,1,0,2,489.6,1
49532,16,9,1,1,220.186677,3
0,26,85,0,1,1140.523821,4
43982,20,68,1,2,604.8,5
68906,12,61,0,2,1053.300143,2
64008,9,66,5,5,372.893812,4
87421,21,6,0,6,475.2,6
0,28,11,0,1,660.430456,1
62076,25,82,0,2,227.225113,8
26746,20,41,0,1,165.75305,9
91580,14,52,0,2,290.70096,1
64403,11,86,0,2,111.173021,5
51425,32,66,0,3,560.154132,5
44162,27,16,0,7,160.825045,2
67128,33,90,0,4,339.017729,8
30383,32,25,0,1,803.686321,1
93721,22,62,0,6,489.594642,5
79867,25,76,1,1,78.172321,8
39393,11,61,0,2,491.151197,5
0,12,59,0,2,136.848554,8
0,27,2,0,1,725.870693,3
43916,10,59,2,2,326.4,8
33282,24,66,1,1,207.510821,4
33032,33,77,1,2,87.080119,4
25259,18,8,0,9,417.6,8
19637,34,30,0,1,333.138214,4
94903,3,38,0,1,451.2,4
39794,0,7,0,2,638.4,8
42433,28,47,0,5,410.946167,1
22044,35,70,0,2,10.393016,2
32312,29,31,3,2,276.590788,2
0,28,29,0,1,698.4,5
72919,20,22,5,1,936.0,8
0,6,57,2,2,541.217743,5
0,19,2,3,2,326.4,4
76357,18,96,1,1,4.074222,8
57709,10,26,0,1,600.0,5
26802,7,43,1,5,316.8,1
26448,7,42,0,3,75.330276,1
62262,17,2,0,2,193.505325,8
98784,7,36,1,1,155.412984,8
28727,7,42,0,2,350.877502,4
50406,20,23,0,9,132.208612,3
41832,19,15,0,2,402.749918,3
0,18,45,0,5,350.4,6
0,22,18,0,1,900.617364,2
0,22,5,0,3,465.6,2
40032,18,35,0,8,475.2,7
95701,24,8,3,3,99.697769,8
0,25,82,1,4,777.6,8
0,31,54,1,2,393.645615,1
62530,35,28,0,1,61.693771,5
0,8,65,0,1,508.8,3
24414,34,80,0,2,499.2,3
82695,10,39,0,1,217.945243,8
48156,9,20,0,1,686.4,9
74069,33,81,2,2,275.516438,2
82664,24,10,3,9,133.425609,3
0,13,57,1,4,749.134686,5
51737,13,55,0,6,430.163277,2
76797,22,2,0,2,234.771653,9
61225,3,0,0,2,442.374873,7
80915,17,66,0,1,187.854818,3
12688,5,96,0,3,672.0,6
27681,13,62,0,9,398.4,7
27778,30,14,0,2,523.2,9
95697,16,55,0,1,114.273025,3
44634,16,99,1,9,396.035334,3
37050,4,75,1,2,528.0,7
56872,20,99,0,9,192.879457,5
0,12,40,0,6,590.4,2
0,5,72,1,3,326.4,8
69488,13,25,3,3,326.4,5
0,25,98,0,3,446.4,7
23589,30,13,0,6,1012.8,2
0,3,65,0,3,513.6,2
95782,6,22,1,1,247.847239,7
24992,24,8,0,3,508.8,7
20043,13,9,0,2,516.088544,5
0,29,4,0,3,748.8,5
36305,19,61,0,9,292.8,2
44784,32,35,0,4,395.386573,4
0,0,11,0,3,542.4,8
75644,5,68,3,9,467.803638,3
27339,0,37,2,2,44.730323,1
43657,21,74,0,2,316.8,3
0,32,69,0,2,684.0,6
31134,24,16,0,6,666.5271,2
50512,19,16,0,1,351.403677,4
80604,22,86,0,3,255.982609,9
64604,18,71,1,8,272.445607,1
0,17,18,0,1,741.6,6
95647,11,30,0,1,508.8,7
0,19,32,0,2,499.2,3
60969,9,5,0,2,146.119178,2
0,33,84,0,1,547.2,4
20676,28,27,0,7,379.2,5
37874,30,65,0,8,41.016038,9
14382,8,48,0,2,316.8,1
32314,7,80,0,1,662.4,3
62455,27,85,1,5,338.144854,5
35605,0,95,0,1,355.2,3
0,16,50,0,7,741.6,1
0,7,15,0,3,986.4,2
10334,5,80,0,2,296.962938,8
44025,0,75,0,1,331.2,9
32397,14,95,0,1,334.626758,4
24345,15,21,0,3,637.695945,5
94804,13,79,4,1,764.592151,3
25370,10,77,0,2,489.6,4
0,2,63,0,2,561.6,8
53234,27,37,0,7,1212.988796,2
0,2,38,0,1,912.581597,9
0,2,49,0,9,336.0,5
0,12,67,2,1,1032.204305,1
19013,1,58,0,1,456.0,5
0,2,35,0,1,490.690995,5
81568,0,73,0,1,737.442295,9
53223,9,0,0,2,299.788806,7
0,33,13,0,1,885.6,1
59253,17,70,0,3,67.801384,2
34452,2,51,0,1,604.8,7
40160,7,48,1,1,566.4,2
22571,29,51,0,9,302.4,4
62365,0,99,0,8,297.6,6
0,3,67,0,1,292.8,4
22220,29,46,0,2,22.45383,3
76266,24,88,1,3,155.708627,8
0,6,37,1,1,1548.310532,4
0,7,53,3,3,230.109964,5
77552,33,76,1,7,45.215059,9
76474,4,79,2,1,355.2,7
57664,21,48,0,7,344.92729,3
82377,28,19,0,7,498.335261,1
44856,24,71,1,2,316.8,2
0,17,65,0,2,369.6,7
76731,2,68,0,1,201.455005,7
25820,10,69,0,1,393.6,4
0,5,59,0,9,398.4,6
92509,16,43,0,8,109.296118,6
15505,24,2,0,2,383.890867,6
21979,7,86,0,1,518.686584,4
54878,5,11,3,9,204.953947,5
40178,7,13,0,1,652.8,4
65436,14,55,0,1,40.752864,3
0,1,38,0,2,763.2,1
0,10,16,0,6,307.2,2
57709,10,26,0,1,600.0,5
21604,14,28,0,1,379.2,7
28422,5,63,1,2,453.909559,1
59853,18,79,0,2,570.847354,2
49078,10,3,0,2,484.013411,2
51523,11,20,0,1,738.840818,3
0,10,32,0,7,601.021286,6
0,22,1,1,3,475.2,1
32989,25,12,0,2,489.6,7
0,12,29,1,1,336.0,4
36631,30,77,0,1,67.530904,5
0,34,61,0,9,628.8,5
26477,18,37,0,1,144.987956,3
53607,4,18,0,9,93.891207,6
21594,16,23,3,3,340.8,4
0,25,24,0,6,612.0,6
80584,33,17,0,1,312.0,4
67511,3,5,0,8,350.4,9
19614,21,32,0,2,574.024018,7
0,15,88,2,2,511.320391,6
20346,13,57,0,2,358.643521,1
48638,16,29,0,3,183.104441,6
46855,13,94,0,9,472.391125,9
38873,6,33,0,2,599.811172,9
25703,4,64,0,1,297.6,2
58842,6,74,0,1,528.0,1
99772,10,38,0,2,51.902587,8
19683,17,41,1,9,561.6,5
34549,8,78,0,1,125.933005,2
19030,7,22,0,1,355.820799,3
63329,33,87,0,1,441.6,8
79253,23,7,0,1,254.984946,1
37937,11,42,0,5,556.8,2
21766,29,65,0,3,179.14181,5
67132,34,71,0,6,466.371705,2
0,21,8,1,1,511.2,5
33060,19,91,0,3,56.731578,2
92296,4,65,0,1,331.2,1
90334,4,46,0,9,423.785148,9
40105,21,26,0,3,878.413622,4
33409,4,17,0,7,553.553427,4
0,4,89,1,2,1163.669865,5
18608,13,24,0,1,340.8,7
55385,7,22,0,3,292.8,4
62588,21,22,0,3,499.2,5
22050,9,47,0,1,316.8,7
25632,27,52,0,7,351.270869,4
40097,23,35,4,1,227.221652,5
50071,3,32,0,1,18.918935,2
37308,19,69,0,9,301.011106,3
44743,16,55,4,1,741.300032,9
86657,22,51,0,1,316.227946,4
84306,16,37,0,2,863.413385,4
0,29,45,0,2,566.4,4
47346,6,35,0,1,312.0,1
88545,25,33,0,1,374.108319,7
52443,0,47,1,4,350.4,5
36084,3,9,1,7,152.779038,7
35406,13,15,4,2,67.504452,5
0,14,43,0,4,712.126586,3
41185,20,6,4,1,363.613596,5
51204,28,23,0,2,929.554445,3
30216,18,74,0,1,302.4,6
10710,12,33,0,7,451.2,1
0,32,74,0,5,806.4,2
0,9,8,0,3,571.2,4
0,27,2,0,1,725.870693,3
25632,27,52,0,7,351.270869,4
0,13,87,0,1,1158.858027,2
53295,12,97,0,8,250.423844,3
0,9,22,0,6,1000.8,4
37072,1,1,0,1,307.2,7
61108,22,93,0,2,49.451117,5
79880,22,68,1,7,568.8,5
81580,2,56,0,6,633.439417,8
0,7,75,0,1,611.844584,6
19614,21,32,0,2,574.024018,7
58620,8,60,0,1,292.135884,4
0,28,51,0,4,1526.4,1
12902,3,51,0,1,667.2,7
26318,23,29,0,1,679.392372,5
20263,31,2,0,7,373.454457,1
0,27,47,0,1,310.842085,4
52819,16,89,0,1,282.500791,7
63918,4,14,0,2,307.2,6
0,11,60,0,3,316.8,5
23904,1,67,3,1,590.4,9
0,10,77,1,9,251.63901,8
69736,11,7,0,3,424.424732,8
69700,9,49,0,1,645.921338,6
35482,21,59,0,3,619.2,7
14030,11,3,0,1,345.6,4
50909,11,39,0,1,339.048157,4
96406,16,64,0,8,331.2,2
77001,4,58,0,3,408.0,5
0,25,4,0,1,518.4,6
24732,4,49,0,1,321.6,2
40864,16,70,1,1,166.937747,9
43145,1,0,0,6,516.421124,2
61108,22,93,0,2,49.451117,5
34236,3,87,0,8,336.0,6
39010,27,99,2,1,374.4,5
88867,6,2,1,1,331.2,4
0,0,57,0,5,395.740207,7
13908,12,74,2,8,804.130779,7
0,21,53,1,7,407.440238,1
0,14,91,0,2,415.803174,4
76358,25,3,0,2,86.461582,5
13037,28,49,0,1,839.348464,2
17200,5,62,4,8,48.780064,6
67772,29,27,0,2,502.580472,2
39891,12,31,0,2,630.888663,6
52957,14,92,0,1,425.423198,5
0,11,84,2,3,777.6,9
93272,3,54,0,1,281.110788,1
0,32,96,0,1,1490.4,4
40467,1,84,3,3,518.78464,1
30895,10,35,0,2,297.6,3
0,29,59,2,1,446.4,3
90607,1,48,0,2,243.467617,2
0,12,68,0,3,614.081483,6
45668,7,55,0,2,344.767795,2
0,10,11,0,1,1486.410662,1
51643,16,43,0,1,1358.4,4
0,35,77,0,1,299.635989,3
0,35,48,0,2,489.6,5
90289,9,10,1,3,22.193348,3
29465,24,49,1,1,566.4,3
81893,20,70,3,1,151.381353,5
60613,3,52,0,1,1152.0,1
60423,23,44,0,9,137.611531,8
27166,29,51,0,5,340.8,3
0,10,38,0,1,1644.690622,2
0,3,10,0,2,758.4,7
62006,31,96,0,1,292.8,4
0,2,50,0,1,764.201478,8
13663,1,66,0,2,465.6,5
0,27,57,0,1,292.8,9
97673,21,49,0,1,178.762806,4
96276,33,81,0,6,553.50361,3
73847,34,51,1,1,350.4,9
24976,2,60,1,3,566.199335,1
33716,18,67,1,3,349.431986,1
23480,6,89,0,1,842.4,4
77221,2,49,0,7,259.591385,3
0,8,44,0,3,364.8,3
40463,17,21,0,6,292.8,3
60920,10,61,0,2,231.201886,6
68931,32,30,0,7,309.577946,8
88251,3,2,0,3,267.214383,8
0,21,40,0,1,468.0,9
26876,17,72,0,8,364.8,2
88592,19,1,0,2,199.79727,6
0,1,39,1,5,547.2,3
0,8,75,0,1,642.773149,9
0,0,28,0,1,590.4,6
49136,7,95,0,1,307.2,5
0,17,66,0,3,722.877299,2
67627,5,43,0,2,561.6,8
70263,30,66,0,5,7.345946,4
74126,14,76,0,1,478.751065,7
74286,27,0,0,3,277.585067,9
97949,9,13,3,1,324.812083,3
41005,22,37,0,1,336.0,3
29875,9,36,1,1,571.2,1
26121,12,51,0,2,754.115474,5
25905,21,12,0,1,302.4,3
72117,1,98,0,2,106.737787,1
81872,10,55,0,2,256.43803,8
33806,32,59,0,2,395.729716,3
0,20,51,0,1,763.2,3
10621,28,22,0,5,321.6,6
0,34,27,0,2,312.0,5
44213,15,58,0,3,77.523904,9
0,10,11,0,3,366.212945,3
12902,3,51,0,1,667.2,7
78757,8,56,3,1,383.797363,3
0,28,11,0,1,660.430456,1
51833,1,18,0,1,190.509609,8
30786,3,5,0,2,28.649762,6
76792,12,27,0,1,297.6,9
76356,4,61,2,1,340.8,9
66839,33,24,0,1,739.2,3
59789,9,81,0,3,527.539078,8
72217,13,15,0,1,91.146661,7
43324,8,17,0,2,284.667612,1
87502,20,28,0,2,421.111226,9
0,8,13,0,1,532.8,6
38713,31,69,4,6,316.8,5
51878,10,16,1,2,316.8,5
0,9,39,0,1,292.8,6
28617,20,57,0,9,797.595611,9
75037,5,27,2,2,180.555113,5
24550,12,6,0,9,536.00374,6
0,16,62,0,6,460.8,3
55366,11,54,2,4,455.714395,1
41449,16,96,1,3,331.2,7
51125,3,67,0,2,430.29174,3
0,8,59,1,1,244.587596,3
63110,23,84,0,2,68.179721,6
63401,1,18,0,1,202.938048,5
30752,2,37,0,1,400.294003,1
60986,30,32,0,5,417.781693,2
41692,21,15,1,2,245.968629,1
12940,7,36,0,3,268.1726,2
0,13,18,0,2,336.0,8
78618,7,56,0,1,225.578841,6
54538,32,63,0,6,507.799325,8
0,35,75,1,7,774.737185,7
76590,0,91,0,2,183.293091,8
76214,7,48,0,2,202.81373,1
0,13,74,2,1,2327.166394,9
25876,29,46,0,3,398.4,5
82477,1,69,0,1,432.0,3
58713,8,4,0,1,470.4,7
64929,13,11,3,8,1261.672708,2
0,5,15,1,2,612.0,1
32857,24,15,0,2,504.0,3
19065,28,29,0,7,292.8,7
0,17,30,0,1,825.29011,2
25503,12,59,0,2,552.0,6
30250,1,98,0,6,398.100233,6
0,9,88,0,8,453.6,4
62902,14,94,0,2,159.383042,4
0,5,17,0,2,316.8,4
14278,6,9,0,2,346.319404,7
66839,33,24,0,1,739.2,3
37811,25,14,0,1,365.002909,8
20978,35,20,0,2,336.0,2
28519,23,30,0,2,412.8,6
0,15,18,1,3,571.531582,7
85140,7,11,4,1,88.17994,6
37384,9,17,0,1,475.2,2
0,0,44,0,1,168.89233,7
0,16,77,0,2,316.8,4
57659,24,31,0,2,756.37287,7
95241,3,12,1,2,87.803087,4
38870,3,89,0,1,145.365072,2
13870,1,78,0,5,550.430985,9
25964,21,87,2,2,364.8,5
72193,1,46,0,1,552.646907,7
84302,19,63,0,2,76.609295,5
0,35,52,3,5,350.4,5
0,31,99,0,1,345.6,3
39482,29,48,0,5,277.907701,7
66371,2,75,0,5,43.098747,5
35300,14,71,0,2,225.518065,6
67735,33,87,0,3,3.4637,3
98879,14,33,1,1,108.667642,2
0,29,74,0,2,777.6,1
72885,35,88,2,6,233.676034,4
26378,22,79,1,2,147.795699,8
67798,1,78,0,9,331.2,2
41275,29,16,0,3,41.122303,6
39646,9,35,0,1,279.714859,8
71868,6,61,0,1,312.0,7
59107,29,57,0,7,480.521227,2
0,13,48,0,9,504.0,2
36428,34,20,0,1,559.412583,7
93284,7,26,0,1,475.2,6
34612,8,77,1,2,655.2,1
76157,15,80,0,1,556.8,7
0,34,13,0,2,763.2,7
17109,7,45,0,2,297.6,5
29539,20,83,0,7,408.0,1
49539,15,83,0,5,286.938064,6
0,9,10,1,1,475.2,5
25352,10,65,0,1,830.4,3
63223,3,72,0,1,397.622116,3
18505,15,51,4,3,316.8,6
91485,2,16,0,1,392.925712,2
18690,10,63,0,5,18.192921,9
0,3,78,0,1,655.2,1
69819,24,20,0,1,21.00736,5
25708,21,44,0,2,566.4,8
33738,13,97,0,1,541.755353,3
75845,2,71,0,6,73.848672,7
83392,20,34,0,2,523.688037,1
0,3,82,0,3,94.714302,8
76375,21,81,0,1,138.423414,2
0,22,39,0,2,820.8,6
32330,16,27,1,9,379.2,6
85689,5,8,0,2,237.946822,6
0,5,59,0,1,1137.6,4
39507,32,17,0,5,283.743206,8
22373,11,59,0,8,419.750892,3
20217,16,30,2,1,513.306893,3
19245,28,61,0,1,508.8,9
17774,0,64,0,2,116.257094,2
80355,26,33,1,3,83.390706,4
65099,8,19,2,1,350.4,5
0,29,14,0,1,525.6,1
23401,17,34,0,3,316.8,5
0,11,10,1,3,139.331764,1
0,6,32,0,5,566.4,9
38692,16,8,0,1,502.443591,8
97131,5,80,0,6,307.2,5
78046,22,91,2,2,759.119999,8
82225,24,27,0,1,292.8,7
0,29,36,0,9,607.733606,7
21144,6,98,0,8,391.446775,4
36645,21,50,0,7,614.082146,3
31842,7,31,0,1,406.348084,1
0,15,90,0,8,628.8,8
75090,10,67,1,7,101.34165,7
0,15,95,0,6,567.343266,7
72014,24,58,0,1,188.204234,6
13512,14,24,0,1,441.6,8
75909,23,77,0,3,561.6,7
18884,21,90,0,2,307.2,7
0,21,53,1,7,407.440238,1
0,1,52,1,2,807.279979,1
26802,7,43,1,5,316.8,1
99839,17,12,0,3,468.203397,6
24186,8,11,0,1,307.2,5
46971,26,21,0,3,120.109061,7
0,29,13,0,2,483.577807,6
0,24,8,1,6,842.4,8
0,22,11,0,1,496.8,3
0,16,35,4,1,316.8,8
26790,4,41,0,1,340.8,9
0,28,15,0,1,747.107317,6
16258,13,84,0,1,307.2,8
91169,5,50,0,1,139.745936,6
0,33,75,0,2,432.0,7
25905,21,12,0,1,302.4,3
44577,27,7,0,9,640.491537,3
53021,28,71,4,1,326.4,8
56980,33,70,0,7,599.000883,7
97719,6,82,0,1,318.660896,5
49530,8,64,0,2,278.24204,7
56233,30,61,0,2,558.746277,9
79140,9,59,0,9,487.930161,2
13088,29,77,0,3,393.6,9
73601,10,42,0,1,339.938915,1
31517,33,74,2,3,604.8,9
0,24,23,0,8,549.271947,5
0,28,29,2,3,496.8,8
42148,4,29,0,2,366.978793,8
0,23,32,0,6,1443.455106,4
23769,18,14,0,2,470.097411,8
0,5,64,0,4,523.2,9
22241,1,1,0,6,343.159148,8
23550,17,3,0,3,222.751524,9
0,1,36,0,3,1368.0,2
71024,26,96,1,2,266.640638,2
71644,19,83,0,2,504.0,9
50363,24,40,0,8,12.744774,6
92914,24,55,0,8,979.2,7
16645,19,92,0,2,696.9628,4
0,7,8,0,6,451.2,9
22814,16,59,0,9,360.773462,8
22828,11,54,0,2,508.8,8
51066,23,0,0,8,787.993313,9
68507,5,29,0,2,140.196942,8
0,13,6,0,1,626.4,3
37929,21,35,0,5,120.436587,5
89285,25,3,0,3,109.032565,4
98235,21,68,0,8,377.422029,3
23650,5,10,2,3,14.095914,4
90167,31,42,0,1,523.733793,8
64669,22,32,0,6,628.8,3
65083,30,68,0,1,369.6,9
0,25,93,0,4,523.2,7
60462,14,10,1,1,216.934983,7
0,35,50,0,2,454.3585,6
36631,30,77,0,1,67.530904,5
40308,4,69,0,1,652.8,6
0,5,18,1,6,307.2,9
0,32,38,0,4,936.0,4
85067,34,51,0,2,256.242825,2
0,27,1,0,2,460.8,4
97750,15,51,0,2,303.002922,4
38704,10,28,0,9,9.716628,9
76731,2,68,0,1,201.455005,7
57446,20,30,0,2,77.451706,5
0,9,83,0,6,525.6,4
96768,6,65,2,3,2.549986,6
0,9,31,0,2,312.0,1
0,29,19,3,2,1296.0,1
0,14,64,0,4,566.4,8
77265,25,10,0,3,170.689399,2
48736,14,62,0,3,285.84958,1
0,7,80,0,2,907.2,5
0,33,98,0,3,640.8,4
0,2,18,0,1,1099.233361,6
46667,27,84,1,3,59.526095,4
71600,17,43,0,7,46.158117,7
84229,25,20,0,1,470.4,3
0,0,83,0,1,297.6,8
26118,30,2,0,9,484.8,7
0,20,19,0,3,1380.107186,1
24049,34,80,0,1,491.446146,3
37998,26,27,0,7,292.8,8
0,22,80,0,1,456.0,5
0,0,94,0,9,1394.849254,4
0,16,77,0,2,316.8,4
62396,24,52,0,1,693.414133,8
99239,9,14,0,6,379.37884,7
94303,16,9,0,2,149.688222,4
18375,8,50,0,1,535.080276,8
76769,6,91,0,1,170.106831,4
78735,32,53,1,6,225.558918,8
0,3,46,0,3,624.0,4
0,3,42,1,1,426.006858,1
50494,19,15,0,2,491.322893,9
86721,20,99,1,3,372.594847,8
67371,25,14,0,3,86.599774,7
21835,6,78,0,7,432.0,8
62452,1,9,0,1,407.776546,8
0,15,45,0,2,518.4,3
69809,0,60,0,1,111.823103,2
0,31,28,0,1,604.8,9
0,14,66,0,3,403.2,3
0,19,29,0,2,1142.4,5
22601,1,41,0,2,633.6,4
29560,21,89,0,7,297.6,7
0,1,85,0,2,532.747291,8
26790,4,41,0,1,340.8,9
34986,7,75,0,1,73.839514,2
66378,20,61,0,1,158.000332,3
48784,28,86,0,3,252.076899,4
41043,22,60,0,3,345.6,2
32775,10,73,0,2,251.886847,3
61200,20,74,0,4,566.4,6
66334,25,25,0,4,331.2,4
18661,13,74,0,1,196.879475,9
0,29,60,0,3,532.8,5
53133,11,6,0,9,652.386798,1
25134,3,0,0,6,321.6,2
0,12,4,0,2,604.8,2
64324,7,67,0,3,321.6,7
25820,10,69,0,1,393.6,4
29152,24,72,0,1,255.079807,8
0,19,77,0,1,1182.289213,1
62448,0,11,0,2,513.6,2
0,27,93,1,2,388.8,7
27132,32,59,1,4,302.4,3
21706,19,28,0,3,518.4,9
0,16,46,0,1,439.2,7
66620,13,75,0,7,336.0,7
42800,4,11,1,1,734.4,7
66676,0,40,0,1,558.099357,1
0,11,52,0,2,326.4,8
37433,7,18,0,2,410.391616,3
44930,19,42,0,2,111.049063,8
30857,17,14,0,7,309.161777,2
46507,17,32,4,3,325.569334,2
48473,1,73,0,1,302.4,6
59961,8,7,0,1,291.91645,5
88359,1,49,0,9,35.915639,5
97607,2,67,0,9,60.021023,3
20228,3,43,1,2,523.815839,7
49009,17,28,0,7,504.0,5
60804,16,50,0,1,213.225001,3
78374,17,84,0,2,206.95076,8
95621,7,90,5,2,351.877002,5
15741,14,4,0,4,633.6,2
38279,5,41,0,2,64.396979,9
0,4,15,0,7,292.8,1
60120,30,21,0,6,716.469391,4
59207,23,21,0,2,556.8,5
0,7,23,0,8,820.018767,2
69446,23,32,1,1,26.731452,6
0,14,1,4,1,801.022368,3
0,19,98,0,1,856.8,5
50886,25,9,1,9,620.10464,7
55257,0,77,3,1,209.596158,1
61883,11,62,0,1,18.077998,2
37233,29,91,0,5,242.545602,5
37722,8,23,0,8,158.077504,4
81883,15,40,0,1,376.002146,1
35822,25,79,0,7,1404.868905,4
23059,30,66,0,3,95.845811,2
97666,16,60,0,1,136.27248,6
26057,3,63,0,2,523.888845,5
30817,25,43,0,1,91.834668,7
75648,28,10,0,1,112.660916,6
0,5,27,0,2,1120.677126,8
25852,29,71,1,2,648.0,6
0,32,15,1,2,100.212651,3
13207,16,82,2,3,392.920864,3
0,9,58,0,2,393.6,7
32150,21,64,0,8,470.4,3
52674,8,49,0,1,166.5492,6
91653,10,25,0,1,343.98412,8
69512,3,62,0,5,196.977247,4
67332,3,10,0,1,921.6,9
0,4,43,2,1,705.6,3
53304,14,82,0,1,116.322725,7
28754,9,17,0,2,427.2,2
50201,21,99,0,1,99.894584,3
51593,5,91,2,2,202.905809,5
0,8,44,0,3,364.8,3
31974,25,77,0,1,388.135527,6
31756,1,97,0,3,415.850776,4
0,3,52,0,1,326.4,4
20369,4,38,0,3,1126.65778,3
0,15,45,0,1,907.2,4
66933,8,0,0,6,160.52105,9
39843,5,97,1,2,523.2,4
16686,9,32,0,1,125.510669,6
0,2,78,1,4,1398.023248,4
80237,4,71,0,2,776.601764,2
72897,26,96,0,2,507.709291,1
46435,13,20,0,1,350.325879,9
0,0,16,2,3,469.278843,8
23124,27,59,0,1,537.6,5
45310,28,70,0,1,1550.375183,1
53437,2,87,0,2,436.8,2
0,24,69,1,3,655.791955,4
27880,4,9,0,5,199.444294,8
45963,3,73,2,2,302.4,8
35625,10,56,1,3,288.572108,4
31727,1,95,0,1,495.750669,1
53071,28,19,0,1,386.225897,4
97735,24,26,0,1,188.667196,9
0,6,36,0,1,554.4,4
52218,11,85,0,8,33.781673,6
25820,10,69,0,1,393.6,4
17950,16,62,2,2,340.8,9
82477,1,69,0,1,432.0,3
0,15,37,0,3,564.302867,1
64801,23,19,0,2,268.471802,5
0,26,44,1,1,336.0,2
61233,27,50,2,7,181.287697,4
0,13,19,0,8,628.366119,4
62902,14,94,0,2,159.383042,4
20244,6,42,0,8,312.0,2
86812,1,11,0,3,45.472477,1
62192,30,28,0,5,243.292609,6
34948,20,15,0,7,443.786437,7
35456,14,58,0,6,505.082702,8
80640,2,84,0,1,313.270725,5
0,17,59,0,1,663.423782,8
91193,15,75,1,6,1.587888,6
73692,1,10,0,2,24.843535,8
12195,29,35,0,7,670.581817,1
52801,21,78,0,1,475.20088,6
0,1,70,0,2,417.6,7
0,6,13,2,7,594.683752,5
0,2,94,0,5,518.4,4
75644,5,68,3,9,467.803638,3
60192,17,87,0,7,1056.0,6
0,25,63,2,7,134.442783,1
0,24,33,0,1,355.2,3
29242,26,23,0,1,350.4,7
69379,14,79,0,1,494.4,4
63860,26,81,0,1,208.598246,3
45281,13,84,1,1,65.03063,6
51193,31,21,2,1,97.313649,3
62074,24,22,0,4,49.435556,5
64304,35,70,0,2,65.471028,5
73795,1,77,1,3,501.716934,4
84376,5,54,0,2,43.578516,6
0,14,73,1,2,470.691875,7
79153,12,5,0,7,508.8,2
17950,34,24,0,4,425.489592,6
0,3,99,1,1,962.526106,9
0,19,74,0,2,331.2,6
0,30,48,0,2,622.992063,2
58139,29,77,1,1,33.171413,2
0,35,83,0,5,1258.327804,5
80991,5,56,0,4,937.327881,3
69678,21,39,0,1,306.818754,4
0,33,19,0,4,577.385463,3
14030,11,3,0,1,345.6,4
13037,28,49,0,1,839.348464,2
76763,12,87,0,8,186.459607,3
50461,22,89,0,2,810.06514,6
69604,10,50,0,1,112.336604,6
22908,30,19,0,7,387.774781,6
68273,23,93,0,2,76.475359,7
95550,15,75,1,1,381.570261,4
88370,0,16,1,9,355.2,9
68931,32,30,0,7,309.577946,8
24432,19,44,3,6,71.10847,1
77577,14,37,1,1,35.768916,2
12607,13,20,0,2,528.0,4
0,6,75,0,1,302.4,7
23474,5,21,0,1,489.6,7
0,33,18,0,4,813.6,4
0,1,30,0,2,360.480689,8
98478,21,80,0,2,508.8,3
23091,28,90,5,5,460.8,4
51071,17,94,0,3,312.0,2
0,2,75,2,6,2.455033,5
69921,28,22,2,1,373.227044,5
36357,28,96,0,6,17.269323,7
0,17,24,0,2,40.622304,6
27607,15,56,0,2,640.584145,8
43610,16,60,0,5,508.8,2
0,13,77,0,1,436.8,7
14660,14,97,0,1,396.608751,4
26864,18,12,0,2,374.4,8
